"Make","year","selling_price","km_driven","fuel","seller_type","transmission","owner","mileage","engine","max_power","seats","selling_price_dollars","age","selling_price_binary"
"Hyundai",2009,2e+05,53000,"Petrol","Individual","Manual","Second Owner",20.36,1197,78.9,5,2600,13,"Yes"
"Maruti",2014,5e+05,120000,"Diesel","Individual","Manual","Second Owner",23.4,1248,74,5,6500,8,"Yes"
"Maruti",2016,1e+06,70000,"Diesel","Individual","Manual","First Owner",24.52,1248,88.5,7,13000,6,"No"
"Hyundai",2008,110000,120000,"Petrol","Individual","Manual","Second Owner",14.2,1341,82.9,5,1430,14,"Yes"
"Hyundai",2012,320000,1e+05,"Petrol","Individual","Manual","Second Owner",18.5,1197,80,5,4160,10,"Yes"
"Maruti",2015,350000,1e+05,"Petrol","Individual","Manual","First Owner",20.4,1197,83.11,5,4550,7,"Yes"
"Tata",2013,170000,162500,"Diesel","Individual","Manual","First Owner",19.4,1405,70,5,2210,9,"Yes"
"Hyundai",2017,8e+05,39000,"Diesel","Individual","Manual","First Owner",22.54,1396,88.73,5,10400,5,"No"
"Maruti",2017,5e+05,75000,"Diesel","Individual","Manual","First Owner",26.8,1248,74,5,6500,5,"Yes"
"Tata",2017,1380000,50000,"Diesel","Individual","Automatic","First Owner",17.6,2179,153.86,7,17940,5,"No"
"Mahindra",2019,1300000,40000,"Diesel","Individual","Manual","First Owner",17.3,1497,121,8,16900,3,"No"
"Hyundai",2013,530000,92500,"Diesel","Individual","Manual","First Owner",22.32,1582,126.3,5,6890,9,"Yes"
"Maruti",2012,360000,158000,"Diesel","Individual","Manual","First Owner",23.4,1248,74,5,4680,10,"Yes"
"Maruti",2012,310000,120000,"Diesel","Individual","Manual","First Owner",19.3,1248,73.9,5,4030,10,"Yes"
"Honda",2015,725000,50000,"Diesel","Individual","Manual","Second Owner",26,1498,98.6,5,9425,7,"Yes"
"Maruti",2012,340000,110000,"Diesel","Individual","Manual","First Owner",19.3,1248,73.9,5,4420,10,"Yes"
"Hyundai",2017,550000,2000,"Diesel","Individual","Manual","Second Owner",25.4,1186,73.97,5,7150,5,"Yes"
"Toyota",2011,1150000,181000,"Diesel","Individual","Manual","Second Owner",11.5,2982,171,7,14950,11,"No"
"Tata",2016,380000,70000,"Diesel","Individual","Manual","First Owner",27.28,1047,69,5,4940,6,"Yes"
"Nissan",2013,350000,90000,"Petrol","Individual","Automatic","Second Owner",17.97,1498,99.6,5,4550,9,"Yes"
"Hyundai",2019,610000,2000,"Petrol","Individual","Manual","First Owner",18.6,1197,81.86,5,7930,3,"Yes"
"Maruti",2015,525000,20000,"Petrol","Individual","Manual","First Owner",20.85,1197,83.14,5,6825,7,"Yes"
"Toyota",2011,480000,120000,"Diesel","Individual","Manual","First Owner",12.8,2494,102,7,6240,11,"Yes"
"Mahindra",2017,780000,35000,"Diesel","Individual","Manual","First Owner",16.55,2498,105,6,10140,5,"No"
"Maruti",2012,320000,193000,"Diesel","Individual","Manual","First Owner",19.3,1248,73.9,5,4160,10,"Yes"
"Maruti",2014,375000,80000,"Petrol","Individual","Manual","First Owner",20.4,1197,81.8,5,4875,8,"Yes"
"Datsun",2019,3e+05,40000,"Petrol","Individual","Manual","First Owner",19.02,1198,67.05,5,3900,3,"Yes"
"Hyundai",2015,5e+05,70000,"Diesel","Individual","Manual","Fourth & Above Owner",22.54,1396,88.73,5,6500,7,"Yes"
"Mahindra",2011,404000,122358,"Diesel","Individual","Manual","First Owner",12.05,2179,120,9,5252,11,"Yes"
"Tata",2015,5e+05,75000,"Diesel","Individual","Manual","First Owner",14.07,2956,69.01,7,6500,7,"Yes"
"Tata",2017,350000,120000,"Diesel","Individual","Manual","First Owner",27.28,1047,69,5,4550,5,"Yes"
"Tata",2015,380000,40000,"Petrol","Individual","Manual","First Owner",17.57,1193,88.7,5,4940,7,"Yes"
"Hyundai",2008,114999,95200,"Petrol","Individual","Manual","Third Owner",13.2,1495,94,5,1494.987,14,"Yes"
"Honda",2014,335000,33033,"Petrol","Dealer","Manual","First Owner",19.4,1198,86.8,5,4355,8,"Yes"
"Hyundai",2015,465000,63063,"Petrol","Dealer","Automatic","First Owner",18.9,1197,82,5,6045,7,"Yes"
"Tata",2012,290000,60000,"Diesel","Individual","Manual","First Owner",21.02,1248,88.76,5,3770,10,"Yes"
"Maruti",2005,110000,45000,"Petrol","Individual","Manual","Second Owner",19.7,796,46.3,5,1430,17,"Yes"
"Tata",2011,450000,80000,"Diesel","Individual","Manual","Third Owner",11.57,2179,138.1,7,5850,11,"Yes"
"Mahindra",2009,4e+05,170000,"Diesel","Individual","Manual","Second Owner",13.6,2523,63,7,5200,13,"Yes"
"Mahindra",2007,210000,207890,"Diesel","Individual","Manual","Second Owner",13.6,2523,63,7,2730,15,"Yes"
"Mercedes-Benz",2018,4600000,7976,"Diesel","Individual","Automatic","First Owner",17.9,2143,170,5,59800,4,"No"
"Maruti",2016,220000,35000,"Petrol","Individual","Manual","First Owner",16.8,796,34.2,8,2860,6,"Yes"
"Hyundai",2017,450000,35000,"Petrol","Individual","Manual","First Owner",18.9,1197,82,5,5850,5,"Yes"
"Hyundai",2017,450000,35000,"Petrol","Individual","Manual","First Owner",18.9,1197,82,5,5850,5,"Yes"
"Hyundai",2013,290000,50000,"Petrol","Individual","Automatic","First Owner",16.95,1197,78.9,5,3770,9,"Yes"
"Maruti",2016,520000,20000,"Petrol","Individual","Manual","First Owner",20.4,1197,81.8,5,6760,6,"Yes"
"Hyundai",2011,265000,20000,"Petrol","Individual","Automatic","First Owner",16.95,1197,78.9,5,3445,11,"Yes"
"Maruti",2012,330000,50000,"Petrol","Individual","Manual","Second Owner",18.6,1197,85.8,5,4290,10,"Yes"
"Maruti",2012,330000,50000,"Petrol","Individual","Manual","Second Owner",18.6,1197,85.8,5,4290,10,"Yes"
"Mahindra",2014,509999,120000,"Diesel","Individual","Manual","First Owner",15.96,2523,62.1,7,6629.987,8,"Yes"
"Hyundai",2014,5e+05,70000,"Petrol","Individual","Manual","First Owner",17.1,1591,121.3,5,6500,8,"Yes"
"Hyundai",2015,525000,50000,"Petrol","Individual","Manual","First Owner",17.19,1197,81.86,5,6825,7,"Yes"
"Maruti",2019,675000,16500,"Petrol","Individual","Manual","First Owner",21.01,1197,81.8,5,8775,3,"Yes"
"Hyundai",2010,3e+05,70000,"Petrol","Individual","Manual","First Owner",17,1197,80,5,3900,12,"Yes"
"Maruti",2005,90000,99361,"Petrol","Individual","Manual","Second Owner",19.7,796,46.3,5,1170,17,"Yes"
"Maruti",2017,650000,25000,"Diesel","Individual","Manual","First Owner",26.59,1248,74,5,8450,5,"Yes"
"Maruti",2014,409000,70000,"Petrol","Individual","Manual","Second Owner",19.1,1197,85.8,5,5317,8,"Yes"
"Hyundai",2015,395000,80000,"Diesel","Individual","Manual","Second Owner",24,1120,70,5,5135,7,"Yes"
"Maruti",2014,4e+05,70000,"Petrol","Individual","Manual","Second Owner",19.1,1197,85.8,5,5200,8,"Yes"
"Chevrolet",2012,120000,60000,"Petrol","Individual","Manual","Third Owner",18.6,1199,79.4,5,1560,10,"Yes"
"Tata",2018,645000,10000,"Petrol","Individual","Automatic","First Owner",20.3,1199,84,5,8385,4,"Yes"
"Maruti",2006,81000,80000,"Petrol","Individual","Manual","First Owner",16.1,796,37,4,1053,16,"Yes"
"Honda",2017,1300000,30000,"Diesel","Individual","Manual","First Owner",25.6,1498,97.9,5,16900,5,"No"
"Honda",2017,1250000,33000,"Diesel","Individual","Manual","First Owner",25.6,1498,97.9,5,16250,5,"No"
"Maruti",2013,535000,90000,"Petrol","Individual","Manual","Third Owner",16.02,1373,93.7,7,6955,9,"Yes"
"Nissan",2014,555000,80100,"Diesel","Individual","Manual","Second Owner",19.01,1461,108.5,5,7215,8,"Yes"
"Honda",2014,725000,120000,"Petrol","Individual","Manual","First Owner",17.4,1497,117.3,5,9425,8,"Yes"
"Renault",2016,229999,40000,"Petrol","Individual","Manual","First Owner",25.17,799,53.3,5,2989.987,6,"Yes"
"Toyota",2013,8e+05,160000,"Diesel","Individual","Manual","Second Owner",12.99,2494,100.6,8,10400,9,"No"
"Maruti",2017,409999,47000,"Petrol","Individual","Manual","First Owner",20.51,998,67.04,5,5329.987,5,"Yes"
"Hyundai",2018,1210000,25000,"Diesel","Individual","Manual","First Owner",21.38,1396,88.7,5,15730,4,"No"
"Tata",2017,4e+05,26000,"Petrol","Individual","Manual","First Owner",23.84,1199,84,5,5200,5,"Yes"
"Hyundai",2018,520000,29000,"Diesel","Individual","Manual","First Owner",24,1186,73.97,5,6760,4,"Yes"
"Maruti",2016,650000,50000,"Petrol","Individual","Automatic","First Owner",21.4,1197,83.1,5,8450,6,"Yes"
"Maruti",2011,325000,58000,"Petrol","Individual","Manual","Third Owner",16.1,1298,88.2,5,4225,11,"Yes"
"Maruti",2012,420000,120000,"Petrol","Individual","Automatic","First Owner",17.4,1197,85.8,5,5460,10,"Yes"
"Maruti",2014,4e+05,50000,"Petrol","Individual","Manual","First Owner",20.4,1197,81.8,5,5200,8,"Yes"
"Hyundai",2010,254999,80000,"Petrol","Individual","Manual","Fourth & Above Owner",17,1197,80,5,3314.987,12,"Yes"
"Maruti",2003,65000,60000,"Petrol","Individual","Manual","Fourth & Above Owner",17.3,993,60,5,845,19,"Yes"
"Maruti",2017,351000,36000,"Petrol","Individual","Manual","First Owner",23.1,998,67.04,5,4563,5,"Yes"
"Toyota",2007,404000,120000,"Diesel","Individual","Manual","Third Owner",12.8,2494,102,8,5252,15,"Yes"
"Maruti",2011,185000,185000,"Diesel","Individual","Manual","Third Owner",21.1,1248,73.9,5,2405,11,"Yes"
"Nissan",2011,250000,50000,"Diesel","Individual","Manual","First Owner",23.08,1461,63.1,5,3250,11,"Yes"
"Maruti",2002,60000,1e+05,"Petrol","Individual","Manual","Fourth & Above Owner",17.3,993,60,5,780,20,"Yes"
"Hyundai",2013,5e+05,50000,"Petrol","Individual","Manual","Second Owner",17.1,1591,121.3,5,6500,9,"Yes"
"Maruti",2007,85000,80000,"Petrol","Individual","Manual","Second Owner",18.2,998,67.1,5,1105,15,"Yes"
"Maruti",2005,85000,80000,"Petrol","Individual","Manual","Fourth & Above Owner",19.7,796,46.3,5,1105,17,"Yes"
"Maruti",2011,265000,90000,"Diesel","Individual","Manual","Fourth & Above Owner",19.3,1248,73.9,5,3445,11,"Yes"
"Maruti",2010,130000,162000,"Petrol","Individual","Manual","Second Owner",19,998,66.1,5,1690,12,"Yes"
"Maruti",2013,480000,110000,"Diesel","Individual","Manual","Third Owner",20.77,1248,88.76,7,6240,9,"Yes"
"Maruti",2008,170000,120000,"Diesel","Individual","Manual","Third Owner",17.8,1248,75,5,2210,14,"Yes"
"Nissan",2011,275000,45000,"Diesel","Individual","Manual","First Owner",23.08,1461,63.1,5,3575,11,"Yes"
"Maruti",2005,89000,90000,"Petrol","Individual","Manual","Second Owner",18.9,998,67.1,5,1157,17,"Yes"
"Ford",2010,170000,90000,"Diesel","Individual","Manual","Second Owner",20,1399,68,5,2210,12,"Yes"
"Mahindra",2019,1090000,16500,"Petrol","Dealer","Manual","First Owner",17,1197,110,5,14170,3,"No"
"Hyundai",2017,1100000,67000,"Diesel","Individual","Automatic","First Owner",17.01,1582,126.2,5,14300,5,"No"
"Maruti",2018,610000,52000,"Petrol","Dealer","Manual","First Owner",22,1197,81.8,5,7930,4,"Yes"
"Datsun",2016,335000,40000,"Petrol","Dealer","Manual","First Owner",20.63,1198,67,5,4355,6,"Yes"
"Hyundai",2015,434999,40000,"Petrol","Dealer","Manual","First Owner",18.9,1197,82,5,5654.987,7,"Yes"
"Toyota",2018,3e+06,35000,"Diesel","Individual","Manual","First Owner",14.24,2755,174.5,7,39000,4,"No"
"Renault",2018,390000,13000,"Petrol","Dealer","Manual","First Owner",20.71,799,53.26,5,5070,4,"Yes"
"Honda",2012,325000,40000,"Petrol","Dealer","Manual","First Owner",18.5,1198,86.8,5,4225,10,"Yes"
"Volkswagen",2019,640000,10000,"Petrol","Dealer","Manual","First Owner",17,1198,73.75,5,8320,3,"Yes"
"Nissan",2012,450000,9000,"Petrol","Dealer","Manual","First Owner",16.95,1498,97.7,5,5850,10,"Yes"
"Toyota",2013,4e+05,70000,"Diesel","Dealer","Manual","Second Owner",23.59,1364,67.06,5,5200,9,"Yes"
"Hyundai",2009,215000,60000,"Petrol","Dealer","Manual","First Owner",20.36,1197,78.9,5,2795,13,"Yes"
"Renault",2014,570000,40000,"Diesel","Dealer","Manual","First Owner",20.45,1461,83.8,5,7410,8,"Yes"
"Mahindra",2012,680000,93000,"Diesel","Dealer","Manual","First Owner",15.1,2179,140,7,8840,10,"Yes"
"Toyota",2008,325000,80000,"Diesel","Individual","Manual","Fourth & Above Owner",12.8,2494,102,7,4225,14,"Yes"
"Tata",2011,150000,50000,"Petrol","Individual","Manual","Second Owner",15.64,1193,64.08,5,1950,11,"Yes"
"Hyundai",2013,690000,68000,"Petrol","Dealer","Automatic","First Owner",14.5,1797,147.5,5,8970,9,"Yes"
"Mercedes-Benz",2013,1550000,25000,"Diesel","Individual","Automatic","First Owner",14.84,2143,170,5,20150,9,"No"
"Tata",2012,64000,18000,"Petrol","Dealer","Manual","First Owner",25.4,624,37.5,4,832,10,"Yes"
"Nissan",2013,250000,120000,"Diesel","Individual","Manual","First Owner",23.08,1461,63.1,5,3250,9,"Yes"
"Maruti",2005,65000,35000,"Petrol","Individual","Manual","First Owner",18.9,998,67.1,5,845,17,"Yes"
"Maruti",2016,550000,60000,"Diesel","Individual","Manual","Second Owner",26.59,1248,74,5,7150,6,"Yes"
"Hyundai",2010,140000,70000,"Petrol","Individual","Manual","Fourth & Above Owner",20.36,1197,78.9,5,1820,12,"Yes"
"Renault",2016,3e+05,30000,"Petrol","Individual","Manual","First Owner",25.17,799,53.3,5,3900,6,"Yes"
"Volkswagen",2016,8e+05,70000,"Petrol","Individual","Automatic","First Owner",16.34,1798,189.3,5,10400,6,"No"
"Jaguar",2017,2625000,9000,"Diesel","Dealer","Automatic","First Owner",13.6,1999,177,5,34125,5,"No"
"Lexus",2019,5150000,20000,"Petrol","Dealer","Automatic","First Owner",22.37,2487,214.56,5,66950,3,"No"
"Jaguar",2017,3200000,45000,"Diesel","Dealer","Automatic","First Owner",19.33,1999,177,5,41600,5,"No"
"Tata",2015,503000,110000,"Diesel","Individual","Manual","First Owner",14.1,2179,147.94,7,6539,7,"Yes"
"Volvo",2019,3800000,20000,"Diesel","Individual","Automatic","First Owner",18,1969,190,5,49400,3,"No"
"Toyota",2016,2e+06,68089,"Petrol","Trustmark Dealer","Automatic","First Owner",19.16,2494,157.7,5,26000,6,"No"
"Maruti",2013,225000,58343,"Petrol","Trustmark Dealer","Manual","First Owner",21.79,998,67.05,5,2925,9,"Yes"
"Maruti",2018,740000,38817,"Diesel","Dealer","Manual","First Owner",27.39,1248,74,5,9620,4,"Yes"
"Honda",2016,550000,56494,"Petrol","Trustmark Dealer","Manual","First Owner",18.2,1199,88.7,5,7150,6,"Yes"
"Toyota",2013,750000,79328,"Diesel","Trustmark Dealer","Manual","Second Owner",12.99,2494,100.6,7,9750,9,"Yes"
"Maruti",2019,650000,5621,"Petrol","Trustmark Dealer","Automatic","First Owner",22,1197,81.8,5,8450,3,"Yes"
"Toyota",2017,625000,25538,"Petrol","Trustmark Dealer","Manual","First Owner",16.78,1496,88.73,5,8125,5,"Yes"
"Maruti",2018,6e+05,69779,"Petrol","Dealer","Automatic","First Owner",22,1197,81.8,5,7800,4,"Yes"
"Hyundai",2017,450000,56290,"Diesel","Dealer","Manual","First Owner",24,1186,73.97,5,5850,5,"Yes"
"BMW",2019,5400000,7500,"Diesel","Dealer","Automatic","First Owner",16.78,1995,190,5,70200,3,"No"
"BMW",2019,5500000,8500,"Diesel","Dealer","Automatic","First Owner",16.78,1995,190,5,71500,3,"No"
"Honda",2019,779000,7032,"Petrol","Trustmark Dealer","Automatic","First Owner",19,1199,88.76,5,10127,3,"No"
"Skoda",2016,645000,11000,"Petrol","Dealer","Automatic","First Owner",14.3,1598,103.5,5,8385,6,"Yes"
"Volvo",2018,2475000,2000,"Diesel","Dealer","Automatic","First Owner",16.8,1984,150,5,32175,4,"No"
"Hyundai",2010,150000,106000,"Petrol","Individual","Manual","Third Owner",20.36,1197,78.9,5,1950,12,"Yes"
"Honda",2009,5e+05,120000,"Petrol","Individual","Automatic","Second Owner",11.1,2354,158.8,5,6500,13,"Yes"
"Maruti",2015,480000,90000,"Diesel","Individual","Manual","First Owner",26.59,1248,74,5,6240,7,"Yes"
"Hyundai",2014,535000,70000,"Diesel","Individual","Manual","Third Owner",22.32,1582,126.32,5,6955,8,"Yes"
"Toyota",2005,250000,240000,"Diesel","Individual","Manual","Third Owner",12.8,2494,102,8,3250,17,"Yes"
"Maruti",2012,3e+05,1e+05,"Diesel","Individual","Manual","Second Owner",21.5,1248,88.8,5,3900,10,"Yes"
"Hyundai",2009,340000,214000,"Petrol","Individual","Manual","Second Owner",13.9,1599,103.2,5,4420,13,"Yes"
"Hyundai",2009,340000,214000,"Diesel","Individual","Manual","Second Owner",16.8,1493,110,5,4420,13,"Yes"
"Maruti",2016,240000,50000,"Petrol","Individual","Manual","First Owner",22.74,796,47.3,5,3120,6,"Yes"
"Honda",2018,1085000,1000,"Petrol","Individual","Automatic","First Owner",18,1497,117.6,5,14105,4,"No"
"Maruti",2017,750000,19000,"Diesel","Individual","Automatic","First Owner",28.4,1248,74.02,5,9750,5,"Yes"
"Tata",2012,95000,265000,"Diesel","Individual","Manual","Second Owner",17,1405,70,5,1235,10,"Yes"
"Maruti",2020,409999,35000,"CNG","Individual","Manual","First Owner",20.88,1196,61.7,5,5329.987,2,"Yes"
"Maruti",2014,215000,80000,"Petrol","Individual","Manual","Second Owner",23.95,998,67.05,5,2795,8,"Yes"
"Mahindra",2016,1290000,50000,"Diesel","Individual","Automatic","First Owner",16,2179,140,7,16770,6,"No"
"Maruti",2010,150000,80000,"Petrol","Individual","Manual","First Owner",20.92,998,67.1,5,1950,12,"Yes"
"Hyundai",2013,219000,50000,"Petrol","Individual","Manual","Second Owner",21.1,814,55.2,5,2847,9,"Yes"
"Tata",2018,325000,1e+05,"Petrol","Individual","Manual","First Owner",23.84,1199,84,5,4225,4,"Yes"
"Maruti",2013,260000,120000,"Petrol","Individual","Manual","Second Owner",15.1,1196,73,5,3380,9,"Yes"
"Jaguar",2017,2625000,9000,"Diesel","Dealer","Automatic","First Owner",13.6,1999,177,5,34125,5,"No"
"Lexus",2019,5150000,20000,"Petrol","Dealer","Automatic","First Owner",22.37,2487,214.56,5,66950,3,"No"
"Jaguar",2017,3200000,45000,"Diesel","Dealer","Automatic","First Owner",19.33,1999,177,5,41600,5,"No"
"Tata",2015,503000,110000,"Diesel","Individual","Manual","First Owner",14.1,2179,147.94,7,6539,7,"Yes"
"Volvo",2019,3800000,20000,"Diesel","Individual","Automatic","First Owner",18,1969,190,5,49400,3,"No"
"Toyota",2016,2e+06,68089,"Petrol","Trustmark Dealer","Automatic","First Owner",19.16,2494,157.7,5,26000,6,"No"
"Maruti",2013,225000,58343,"Petrol","Trustmark Dealer","Manual","First Owner",21.79,998,67.05,5,2925,9,"Yes"
"Maruti",2018,740000,38817,"Diesel","Dealer","Manual","First Owner",27.39,1248,74,5,9620,4,"Yes"
"Honda",2016,550000,56494,"Petrol","Trustmark Dealer","Manual","First Owner",18.2,1199,88.7,5,7150,6,"Yes"
"Toyota",2013,750000,79328,"Diesel","Trustmark Dealer","Manual","Second Owner",12.99,2494,100.6,7,9750,9,"Yes"
"Maruti",2019,650000,5621,"Petrol","Trustmark Dealer","Automatic","First Owner",22,1197,81.8,5,8450,3,"Yes"
"Toyota",2017,625000,25538,"Petrol","Trustmark Dealer","Manual","First Owner",16.78,1496,88.73,5,8125,5,"Yes"
"Maruti",2018,6e+05,69779,"Petrol","Dealer","Automatic","First Owner",22,1197,81.8,5,7800,4,"Yes"
"Hyundai",2017,450000,56290,"Diesel","Dealer","Manual","First Owner",24,1186,73.97,5,5850,5,"Yes"
"BMW",2019,5400000,7500,"Diesel","Dealer","Automatic","First Owner",16.78,1995,190,5,70200,3,"No"
"BMW",2019,5500000,8500,"Diesel","Dealer","Automatic","First Owner",16.78,1995,190,5,71500,3,"No"
"Honda",2019,779000,7032,"Petrol","Trustmark Dealer","Automatic","First Owner",19,1199,88.76,5,10127,3,"No"
"Skoda",2016,645000,11000,"Petrol","Dealer","Automatic","First Owner",14.3,1598,103.5,5,8385,6,"Yes"
"Volvo",2018,2475000,2000,"Diesel","Dealer","Automatic","First Owner",16.8,1984,150,5,32175,4,"No"
"Honda",2019,7e+05,40000,"Diesel","Individual","Automatic","First Owner",23.8,1498,78.9,5,9100,3,"Yes"
"Hyundai",2017,950000,45000,"Diesel","Individual","Manual","First Owner",21.38,1396,88.7,5,12350,5,"No"
"Maruti",2010,160000,80000,"Petrol","Individual","Manual","Second Owner",19.7,796,46.3,5,2080,12,"Yes"
"Hyundai",2015,409999,135000,"Diesel","Individual","Manual","Second Owner",24.4,1120,71.01,5,5329.987,7,"Yes"
"Toyota",2015,840000,120000,"Diesel","Individual","Manual","Second Owner",12.99,2494,100.6,7,10920,7,"No"
"Toyota",2013,450000,67000,"Diesel","Individual","Manual","First Owner",23.59,1364,67.1,5,5850,9,"Yes"
"Maruti",2017,9e+05,50000,"Diesel","Individual","Manual","First Owner",28.4,1248,74.02,5,11700,5,"No"
"Toyota",2008,570000,134000,"Diesel","Individual","Manual","Second Owner",12.8,2494,102,7,7410,14,"Yes"
"Nissan",2011,254999,110000,"Diesel","Individual","Manual","Second Owner",23.08,1461,63.1,5,3314.987,11,"Yes"
"Maruti",2009,130000,40000,"Petrol","Individual","Manual","First Owner",16.1,796,37,4,1690,13,"Yes"
"Maruti",2013,530000,120000,"Diesel","Individual","Manual","Second Owner",23.4,1248,74,5,6890,9,"Yes"
"Volkswagen",2015,520000,110000,"Diesel","Individual","Manual","Second Owner",20.14,1498,88.8,5,6760,7,"Yes"
"Mahindra",2011,229999,170000,"Diesel","Individual","Manual","Second Owner",21,1461,64.1,5,2989.987,11,"Yes"
"Maruti",2004,81000,80000,"Petrol","Individual","Manual","Second Owner",16.1,796,37,4,1053,18,"Yes"
"Maruti",2016,6e+05,47000,"Diesel","Individual","Manual","First Owner",25.2,1248,74,5,7800,6,"Yes"
"Hyundai",2015,409999,93000,"Petrol","Individual","Manual","First Owner",19.1,1197,81.86,5,5329.987,7,"Yes"
"Maruti",2010,120000,70000,"Petrol","Individual","Manual","Second Owner",16.1,796,37,4,1560,12,"Yes"
"Maruti",2014,320000,50000,"Petrol","Individual","Manual","First Owner",23.1,998,67.04,5,4160,8,"Yes"
"Ford",2015,292000,70000,"Diesel","Individual","Manual","First Owner",20,1399,68.05,5,3796,7,"Yes"
"Tata",2012,390000,80000,"Diesel","Individual","Manual","First Owner",13.93,2179,138.03,7,5070,10,"Yes"
"Ford",2016,550000,44000,"Petrol","Individual","Manual","First Owner",18.16,1196,86.8,5,7150,6,"Yes"
"Maruti",2014,385000,25000,"Petrol","Individual","Manual","First Owner",23.1,998,67.04,5,5005,8,"Yes"
